time,day,swiggy,zomato,eatsure,eatclub,dominoz,bigBasket,dunzo,zepto,blinkit,others,total deliveries
2022-10-25 22:00:00,tue,11,0,0,1,0,0,2,3,0,0,17
2022-10-25 23:00:00,tue,7,1,0,0,0,0,0,2,0,0,10
2022-10-26 0:00:00,wed,4,1,1,0,1,0,0,1,0,0,8
2022-10-26 1:00:00,wed,3,0,0,1,0,0,0,0,0,0,4
2022-10-26 2:00:00,wed,1,1,1,0,0,0,0,0,0,0,3
2022-10-26 3:00:00,wed,1,0,0,0,0,0,0,0,0,0,1
2022-10-26 4:00:00,wed,0,1,0,0,0,0,0,0,0,0,1
2022-10-26 5:00:00,wed,0,0,0,0,0,0,0,0,0,0,0
2022-10-26 6:00:00,wed,0,0,0,0,0,0,1,0,0,0,1
2022-10-26 7:00:00,wed,1,0,0,0,0,1,0,0,0,0,2
2022-10-26 8:00:00,wed,0,1,0,0,0,2,0,1,0,0,4
2022-10-26 9:00:00,wed,0,0,0,0,0,0,0,1,0,0,1
2022-10-26 10:00:00,wed,3,0,0,0,0,0,0,0,1,0,4
2022-10-26 11:00:00,wed,3,1,0,0,0,0,2,0,0,0,6
2022-10-26 12:00:00,wed,1,2,0,0,0,0,0,0,0,0,3
2022-10-26 13:00:00,wed,12,1,0,2,0,0,0,2,0,0,17
2022-10-26 14:00:00,wed,2,0,0,0,0,0,0,1,0,0,3
2022-10-26 15:00:00,wed,4,0,0,0,0,0,0,0,1,0,5
2022-10-26 16:00:00,wed,4,2,0,0,0,0,0,0,0,0,6
2022-10-26 17:00:00,wed,2,0,0,0,0,2,0,1,1,0,6
2022-10-26 18:00:00,wed,4,0,0,1,0,0,0,1,0,0,6
2022-10-26 19:00:00,wed,6,4,0,2,0,2,1,1,0,0,16
2022-10-26 20:00:00,wed,17,3,0,1,0,0,1,2,0,0,24
2022-10-26 21:00:00,wed,9,1,0,0,0,0,0,0,1,0,11
2022-10-26 22:00:00,wed,11,2,0,1,0,0,0,1,1,0,16
2022-10-26 23:00:00,wed,9,5,0,1,0,0,0,0,1,0,16
2022-10-27 0:00:00,thu,1,0,0,1,0,0,0,0,0,0,2
2022-10-27 1:00:00,thu,3,1,0,0,0,0,0,1,0,0,5
2022-10-27 2:00:00,thu,2,2,0,0,0,0,0,0,0,0,4
2022-10-27 3:00:00,thu,1,1,1,0,0,0,0,0,0,0,3
2022-10-27 4:00:00,thu,0,0,0,0,0,0,0,0,0,0,0
2022-10-27 5:00:00,thu,0,0,0,0,0,0,0,0,0,0,0
2022-10-27 6:00:00,thu,0,0,0,0,0,0,0,0,0,0,0
2022-10-27 7:00:00,thu,0,0,0,0,0,1,0,1,1,0,3
2022-10-27 8:00:00,thu,1,0,0,0,0,1,0,0,0,0,2
2022-10-27 9:00:00,thu,0,1,0,0,0,0,1,2,1,0,5
2022-10-27 10:00:00,thu,1,0,0,0,0,1,1,1,0,0,4
2022-10-27 11:00:00,thu,3,2,0,0,0,1,1,0,0,0,7
2022-10-27 12:00:00,thu,7,9,0,1,1,0,0,1,0,0,19
2022-10-27 13:00:00,thu,8,4,0,0,0,0,0,1,1,0,14
2022-10-27 14:00:00,thu,16,1,0,1,0,0,0,0,0,0,18
2022-10-27 15:00:00,thu,6,2,0,0,0,1,0,0,1,0,10
2022-10-27 16:00:00,thu,4,1,0,0,1,0,1,1,0,0,8
2022-10-27 17:00:00,thu,2,0,0,0,0,0,0,0,2,0,4
2022-10-27 18:00:00,thu,5,1,0,1,0,2,0,4,0,0,13
2022-10-27 19:00:00,thu,10,8,0,2,1,0,1,2,1,0,25
2022-10-27 20:00:00,thu,14,3,0,1,0,0,1,5,1,0,25
2022-10-27 21:00:00,thu,22,7,1,2,0,0,0,1,1,0,34
2022-10-27 22:00:00,thu,13,2,0,0,2,0,1,0,0,0,18
2022-10-27 23:00:00,thu,9,1,0,3,0,0,1,0,0,0,14
2022-10-28 0:00:00,fri,3,1,1,0,0,0,0,2,0,1,8
2022-10-28 1:00:00,fri,4,1,1,0,0,0,0,0,0,0,6
2022-10-28 2:00:00,fri,4,0,1,0,0,0,0,0,0,0,5
2022-10-28 3:00:00,fri,1,0,1,0,0,0,0,0,0,0,2
2022-10-28 4:00:00,fri,1,1,0,0,0,0,0,0,0,0,2
2022-10-28 5:00:00,fri,0,0,0,0,0,0,0,0,0,0,0
2022-10-28 6:00:00,fri,0,0,0,0,0,0,1,0,0,0,1
2022-10-28 7:00:00,fri,0,0,0,0,0,1,0,1,1,0,3
2022-10-28 8:00:00,fri,1,0,0,0,0,0,0,2,0,0,3
2022-10-28 9:00:00,fri,0,0,0,0,0,0,1,1,0,0,2
2022-10-28 10:00:00,fri,3,1,1,0,0,1,0,2,0,1,9
2022-10-28 11:00:00,fri,1,0,0,0,0,0,0,4,0,0,5
2022-10-28 12:00:00,fri,8,2,0,1,0,1,0,1,1,0,14
2022-10-28 13:00:00,fri,12,6,2,1,0,0,1,2,0,0,24
2022-10-28 14:00:00,fri,3,0,0,0,0,0,0,1,1,0,5
2022-10-28 15:00:00,fri,7,4,0,0,0,0,0,1,2,0,14
2022-10-28 16:00:00,fri,2,2,0,0,0,0,1,0,0,0,5
2022-10-28 17:00:00,fri,5,0,0,0,0,1,0,1,1,0,8
2022-10-28 18:00:00,fri,4,2,0,0,0,1,0,1,0,0,8
2022-10-28 19:00:00,fri,6,6,0,0,0,1,0,2,0,0,15
2022-10-28 20:00:00,fri,10,7,0,1,1,0,0,0,0,1,20
2022-10-28 21:00:00,fri,7,0,0,1,0,1,2,1,0,0,12
2022-10-28 22:00:00,fri,10,3,0,1,0,0,1,0,0,0,15
2022-10-28 23:00:00,fri,11,1,1,0,0,0,0,0,0,0,13
2022-10-29 0:00:00,sat,5,0,0,1,0,0,0,3,0,0,9
2022-10-29 1:00:00,sat,4,1,0,0,0,0,0,1,0,0,6
2022-10-29 2:00:00,sat,2,0,1,0,0,0,0,0,0,0,3
2022-10-29 3:00:00,sat,0,1,0,0,0,0,0,0,0,0,1
2022-10-29 4:00:00,sat,1,0,0,0,0,0,0,0,0,0,1
2022-10-29 5:00:00,sat,1,0,0,0,0,0,0,0,0,0,1
2022-10-29 6:00:00,sat,0,0,0,0,0,0,0,0,0,0,0
2022-10-29 7:00:00,sat,0,0,0,0,0,2,0,0,1,0,3
2022-10-29 8:00:00,sat,0,1,0,0,0,2,1,1,0,0,5
2022-10-29 9:00:00,sat,3,1,0,0,0,0,1,1,1,0,7
2022-10-29 10:00:00,sat,3,0,0,0,0,1,1,3,0,0,8
2022-10-29 11:00:00,sat,3,0,0,0,0,0,0,2,0,0,5
2022-10-29 12:00:00,sat,10,4,0,2,1,1,0,0,2,0,20
2022-10-29 13:00:00,sat,5,4,0,1,1,0,0,0,0,0,11
2022-10-29 14:00:00,sat,7,5,0,0,0,1,0,0,0,0,13
2022-10-29 15:00:00,sat,7,1,0,0,0,0,1,1,0,0,10
2022-10-29 16:00:00,sat,6,3,0,0,0,0,0,1,1,0,11
2022-10-29 17:00:00,sat,3,1,0,0,0,0,4,2,0,0,10
2022-10-29 18:00:00,sat,2,0,0,0,0,1,1,0,0,0,4
2022-10-29 19:00:00,sat,4,2,0,0,0,1,2,1,0,0,10
2022-10-29 20:00:00,sat,13,6,0,2,0,1,0,0,0,1,23
2022-10-29 21:00:00,sat,15,5,0,2,0,0,1,0,0,0,23
2022-10-29 22:00:00,sat,15,5,0,2,0,0,3,7,0,0,32
2022-10-29 23:00:00,sat,6,3,1,0,1,0,0,3,1,0,15
2022-10-30 0:00:00,sun,3,1,0,0,0,0,0,0,0,0,4
2022-10-30 1:00:00,sun,3,2,0,0,0,0,0,1,0,0,6
2022-10-30 2:00:00,sun,2,0,0,0,0,0,0,0,0,0,2
2022-10-30 3:00:00,sun,4,0,0,0,0,0,0,0,0,0,4
2022-10-30 4:00:00,sun,1,1,0,0,0,0,0,0,0,0,2
2022-10-30 5:00:00,sun,1,0,0,0,0,0,0,0,0,0,1
2022-10-30 6:00:00,sun,0,0,0,0,0,0,0,0,0,0,0
2022-10-30 7:00:00,sun,0,0,0,0,0,0,0,1,1,0,2
2022-10-30 8:00:00,sun,0,2,0,0,0,1,0,2,1,0,6
2022-10-30 9:00:00,sun,1,1,0,0,0,0,0,1,0,0,3
2022-10-30 10:00:00,sun,2,0,0,0,0,0,1,1,0,0,4
2022-10-30 11:00:00,sun,4,2,0,0,0,1,1,1,0,0,9
2022-10-30 12:00:00,sun,9,7,0,0,0,1,1,2,2,1,23
2022-10-30 13:00:00,sun,18,9,0,1,1,1,0,1,0,1,32
2022-10-30 14:00:00,sun,24,6,0,1,0,0,1,1,2,0,35
2022-10-30 15:00:00,sun,15,1,1,1,0,0,0,1,0,0,19
2022-10-30 16:00:00,sun,7,3,0,1,0,1,1,1,1,0,15
2022-10-30 17:00:00,sun,7,3,1,0,0,1,4,0,1,0,17
2022-10-30 18:00:00,sun,4,4,0,1,0,0,0,3,1,0,13
2022-10-30 19:00:00,sun,11,8,1,2,1,2,2,3,0,0,30
2022-10-30 20:00:00,sun,19,5,1,1,1,0,0,0,1,0,28
2022-10-30 21:00:00,sun,20,6,1,1,0,1,0,1,0,0,30
2022-10-30 22:00:00,sun,13,3,1,3,1,0,2,0,1,0,24
2022-10-30 23:00:00,sun,4,0,0,0,0,0,0,1,0,0,5
2022-10-31 0:00:00,mon,6,0,0,0,0,0,0,2,0,0,8
2022-10-31 1:00:00,mon,4,1,0,0,0,0,0,2,0,0,7
2022-10-31 2:00:00,mon,5,1,0,0,0,0,0,0,0,0,6
2022-10-31 3:00:00,mon,1,1,0,0,0,0,0,0,0,0,2
2022-10-31 4:00:00,mon,0,1,0,0,0,0,0,0,0,0,1
2022-10-31 5:00:00,mon,0,0,0,0,0,0,0,0,0,0,0
2022-10-31 6:00:00,mon,1,0,0,0,0,0,0,0,0,0,1
2022-10-31 7:00:00,mon,0,0,0,0,0,1,0,0,1,0,2
2022-10-31 8:00:00,mon,0,1,0,0,0,1,1,0,0,0,3
2022-10-31 9:00:00,mon,2,1,0,0,0,1,0,0,0,0,4
2022-10-31 10:00:00,mon,1,1,1,0,0,1,1,2,0,0,7
2022-10-31 11:00:00,mon,2,1,1,0,0,2,1,0,1,0,8
2022-10-31 12:00:00,mon,7,1,0,0,1,1,0,0,1,0,11
2022-10-31 13:00:00,mon,11,3,0,1,0,1,0,0,0,0,16
2022-10-31 14:00:00,mon,6,3,0,0,0,0,0,2,1,0,12
2022-10-31 15:00:00,mon,5,2,0,0,0,1,0,5,1,0,14
2022-10-31 16:00:00,mon,5,1,0,1,0,0,1,2,1,0,11
2022-10-31 17:00:00,mon,3,0,0,0,0,0,0,1,1,0,5
2022-10-31 18:00:00,mon,6,0,0,1,0,0,1,1,1,0,10
2022-10-31 19:00:00,mon,9,4,0,1,0,0,0,0,3,0,17
2022-10-31 20:00:00,mon,14,2,1,0,0,1,0,2,0,0,20
2022-10-31 21:00:00,mon,13,7,0,1,0,0,0,1,1,0,23
2022-10-31 22:00:00,mon,12,2,1,2,0,0,2,3,0,0,22
2022-10-31 23:00:00,mon,9,0,1,1,0,0,0,1,0,0,12
2022-11-01 0:00:00,tue,5,1,0,1,0,0,0,3,0,0,10
2022-11-01 1:00:00,tue,8,1,0,0,0,0,0,0,0,0,9
2022-11-01 2:00:00,tue,4,2,0,0,0,0,0,0,0,0,6
2022-11-01 3:00:00,tue,1,0,0,0,0,0,0,0,0,1,2
2022-11-01 4:00:00,tue,2,0,0,0,0,0,0,0,0,0,2
2022-11-01 5:00:00,tue,0,0,0,0,0,0,0,0,0,0,0
2022-11-01 6:00:00,tue,0,0,0,0,0,0,1,0,1,0,2
2022-11-01 7:00:00,tue,0,0,0,0,0,3,0,0,0,0,3
2022-11-01 8:00:00,tue,0,1,0,0,0,1,1,1,0,0,4
2022-11-01 9:00:00,tue,1,0,0,0,0,0,1,1,0,1,4
2022-11-01 10:00:00,tue,0,0,0,0,0,1,0,1,1,0,3
2022-11-01 11:00:00,tue,1,1,0,1,0,0,0,0,1,0,4
2022-11-01 12:00:00,tue,9,3,0,0,0,2,0,1,1,0,16
2022-11-01 13:00:00,tue,11,3,0,0,0,0,2,2,0,0,18
2022-11-01 14:00:00,tue,4,3,0,0,1,1,1,0,1,0,11
2022-11-01 15:00:00,tue,7,2,0,1,0,0,0,3,0,0,13
2022-11-01 16:00:00,tue,6,0,0,1,0,0,0,1,1,0,9
2022-11-01 17:00:00,tue,6,2,0,0,0,1,2,0,1,0,12
2022-11-01 18:00:00,tue,5,1,0,0,0,0,0,2,1,0,9
2022-11-01 19:00:00,tue,10,6,0,1,0,2,0,2,1,0,22
2022-11-01 20:00:00,tue,12,6,2,1,1,0,3,2,0,0,27
2022-11-01 21:00:00,tue,21,3,1,1,0,1,3,1,0,0,31
2022-11-01 22:00:00,tue,15,2,0,2,1,0,2,2,0,0,24
2022-11-01 23:00:00,tue,9,4,0,0,0,0,1,2,0,0,16
2022-11-02 0:00:00,wed,3,0,1,0,0,0,0,0,0,1,5
2022-11-02 1:00:00,wed,5,0,0,0,0,0,0,0,0,0,5
2022-11-02 2:00:00,wed,4,1,0,0,0,0,0,0,0,0,5
2022-11-02 3:00:00,wed,1,1,0,0,0,0,0,0,0,0,2
2022-11-02 4:00:00,wed,2,1,0,0,0,0,0,0,0,0,3
2022-11-02 5:00:00,wed,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 6:00:00,wed,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 7:00:00,wed,0,0,0,0,0,0,0,1,0,0,1
2022-11-02 8:00:00,wed,0,0,0,0,0,0,0,0,0,0,0
2022-11-02 9:00:00,wed,0,0,0,0,0,0,0,0,1,0,1
2022-11-02 10:00:00,wed,4,0,0,0,0,1,1,0,0,0,6
2022-11-02 11:00:00,wed,2,1,0,1,0,1,0,1,1,0,7
2022-11-02 12:00:00,wed,9,1,0,0,0,0,1,2,1,0,14
2022-11-02 13:00:00,wed,18,2,0,1,0,0,0,1,0,0,22
2022-11-02 14:00:00,wed,13,1,0,0,0,0,0,0,0,0,14
2022-11-02 15:00:00,wed,9,4,0,3,1,1,0,0,0,0,18
2022-11-02 16:00:00,wed,5,2,0,0,0,2,0,1,2,1,13
2022-11-02 17:00:00,wed,4,1,0,0,0,0,1,1,1,0,8
2022-11-02 18:00:00,wed,5,2,0,0,0,0,0,0,2,0,9
2022-11-02 19:00:00,wed,15,0,0,0,0,1,1,1,0,0,18
2022-11-02 20:00:00,wed,15,7,2,3,1,0,2,4,0,1,35
2022-11-02 21:00:00,wed,5,2,0,0,0,0,0,0,2,0,9
2022-11-02 22:00:00,wed,15,3,1,0,0,0,0,3,1,0,23
2022-11-02 23:00:00,wed,11,1,1,2,0,0,0,2,0,0,17
2022-11-03 0:00:00,thu,3,2,0,0,0,0,0,1,0,0,6
2022-11-03 1:00:00,thu,5,0,0,0,0,0,0,1,0,0,6
2022-11-03 2:00:00,thu,6,2,0,0,0,0,0,0,0,0,8
2022-11-03 3:00:00,thu,1,0,1,0,0,0,0,0,0,0,2
2022-11-03 4:00:00,thu,0,1,0,0,0,0,0,0,0,0,1
2022-11-03 5:00:00,thu,0,0,0,0,0,0,0,0,0,0,0
2022-11-03 6:00:00,thu,0,0,0,0,0,0,0,0,0,0,0
2022-11-03 7:00:00,thu,0,0,0,0,0,0,0,0,1,1,2
2022-11-03 8:00:00,thu,0,0,0,0,0,0,0,1,0,0,1
2022-11-03 9:00:00,thu,2,0,0,0,0,2,1,1,1,0,7
2022-11-03 10:00:00,thu,2,0,0,0,0,0,0,1,1,0,4
2022-11-03 11:00:00,thu,1,0,0,0,0,0,0,1,0,0,2
2022-11-03 12:00:00,thu,6,1,0,0,0,0,0,0,1,0,8
2022-11-03 13:00:00,thu,10,3,0,0,0,0,0,1,0,0,14
2022-11-03 14:00:00,thu,13,1,0,1,0,0,0,1,0,0,16
2022-11-03 15:00:00,thu,2,2,1,0,0,0,0,0,0,0,5
2022-11-03 16:00:00,thu,7,2,0,1,1,2,1,1,0,0,15
2022-11-03 17:00:00,thu,10,1,0,0,0,0,1,1,0,0,13
2022-11-03 18:00:00,thu,6,0,0,0,0,1,2,3,1,0,13
2022-11-03 19:00:00,thu,9,3,0,2,2,0,0,0,0,0,16
2022-11-03 20:00:00,thu,20,5,1,2,4,0,0,4,1,1,38
2022-11-03 21:00:00,thu,23,4,0,0,0,0,0,1,0,0,28
2022-11-03 22:00:00,thu,10,7,1,2,0,0,1,3,1,0,25
2022-11-03 23:00:00,thu,10,1,1,1,0,0,1,1,0,0,15
2022-11-04 0:00:00,fri,5,1,0,0,0,0,0,1,0,0,7
2022-11-04 1:00:00,fri,2,1,0,0,0,0,0,1,0,0,4
2022-11-04 2:00:00,fri,2,1,0,0,0,0,0,0,0,0,3
2022-11-04 3:00:00,fri,3,3,0,0,0,0,0,0,0,0,6
2022-11-04 4:00:00,fri,0,1,0,0,0,0,0,0,0,0,1
2022-11-04 5:00:00,fri,1,1,0,0,0,0,0,0,0,0,2
2022-11-04 6:00:00,fri,0,0,0,0,0,0,0,0,0,0,0
2022-11-04 7:00:00,fri,0,0,0,0,0,1,0,1,1,0,3
2022-11-04 8:00:00,fri,0,0,0,0,0,1,0,0,0,0,1
2022-11-04 9:00:00,fri,0,0,0,0,0,1,1,0,0,0,2
2022-11-04 10:00:00,fri,1,1,0,0,0,0,0,0,0,1,3
2022-11-04 11:00:00,fri,3,2,0,0,0,0,0,4,0,0,9
2022-11-04 12:00:00,fri,7,3,0,0,0,0,0,1,0,0,11
2022-11-04 13:00:00,fri,8,6,1,1,0,0,1,0,0,0,17
2022-11-04 14:00:00,fri,9,2,0,0,0,0,0,1,0,0,12
2022-11-04 15:00:00,fri,16,2,0,1,0,0,1,1,0,0,21
2022-11-04 16:00:00,fri,4,2,1,0,0,0,0,0,0,1,8
2022-11-04 17:00:00,fri,12,2,0,1,0,0,0,2,0,0,17
2022-11-04 18:00:00,fri,7,1,0,0,0,0,0,1,2,0,11
2022-11-04 19:00:00,fri,17,3,1,1,1,1,0,4,2,0,30
2022-11-04 20:00:00,fri,16,4,0,2,0,1,0,1,0,0,24
2022-11-04 21:00:00,fri,11,3,1,1,0,0,1,3,1,0,21
2022-11-04 22:00:00,fri,8,2,1,1,0,0,0,1,1,0,14
2022-11-04 23:00:00,fri,15,1,0,0,1,0,1,2,0,0,20
2022-11-05 0:00:00,sat,19,5,1,1,0,0,0,0,0,0,26
2022-11-05 1:00:00,sat,4,1,0,0,0,0,0,1,0,0,6
2022-11-05 2:00:00,sat,7,1,0,0,0,0,0,0,0,0,8
2022-11-05 3:00:00,sat,5,0,0,0,0,0,0,0,0,0,5
2022-11-05 4:00:00,sat,0,1,0,0,0,0,0,0,0,0,1
2022-11-05 5:00:00,sat,1,0,0,0,0,0,0,0,0,0,1
2022-11-05 6:00:00,sat,0,0,0,0,0,0,0,0,0,0,0
2022-11-05 7:00:00,sat,0,0,0,0,0,3,0,0,1,0,4
2022-11-05 8:00:00,sat,1,0,0,0,0,0,0,1,0,0,2
2022-11-05 9:00:00,sat,0,1,0,0,0,0,0,2,0,0,3
2022-11-05 10:00:00,sat,0,1,0,0,0,0,1,0,0,0,2
2022-11-05 11:00:00,sat,2,1,0,0,0,0,1,0,1,0,5
2022-11-05 12:00:00,sat,6,2,0,0,0,0,0,0,1,1,10
2022-11-05 13:00:00,sat,7,4,0,0,1,0,1,2,1,0,16
2022-11-05 14:00:00,sat,10,7,0,0,0,0,0,0,0,0,17
2022-11-05 15:00:00,sat,11,1,2,2,0,1,1,1,2,0,21
2022-11-05 16:00:00,sat,4,1,2,2,0,0,0,2,1,0,12
2022-11-05 17:00:00,sat,6,3,2,1,0,0,0,1,0,0,13
2022-11-05 18:00:00,sat,7,6,0,0,0,1,1,2,1,0,18
2022-11-05 19:00:00,sat,6,3,0,0,0,0,0,1,0,0,10
2022-11-05 20:00:00,sat,13,3,0,1,0,0,0,1,0,0,18
2022-11-05 21:00:00,sat,11,2,0,0,0,0,0,1,1,0,15
